ind,Pearson,PvalPearson,Spearman,PvalSpearman,pearson > 0.3,pearson < -0.3,spearman > 0.3,spearman < -0.3
4838,-0.007666871,0.5676876,-0.0090853,0.4982856,0,0,0,0
4839,-0.006471253,0.6295635,-0.0101048,0.4513399,0,0,0,0
4840,0.004560619,0.7339104,0.0038752,0.7727042,0,0,0,0
4841,-0.00320981,0.8109159,-0.0055306,0.6801734,0,0,0,0
4842,-0.009152557,0.4951111,-0.0142916,0.2867471,0,0,0,0
4843,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
4844,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4845,-0.021454769,0.1097495,-0.0361079,0.0070984,0,0,0,0
4846,-0.002718385,0.8394353,-0.0045161,0.7364102,0,0,0,0
4847,-0.00759669,0.571238,-0.0074741,0.5774648,0,0,0,0
4848,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4849,-0.060271426,0.0000069,-0.0983916,0,0,0,0,0
4850,0.350041856,0,0.321018,0,1,0,1,0
4851,0.059244155,0.0000099,0.070397,0.0000001,0,0,0,0
4852,0.087402054,0,0.1433575,0,0,0,0,0
4853,-0.298936118,0,-0.2581585,0,0,0,0,0
4854,0.340890559,0,0.2956476,0,1,0,0,0
4855,-0.131662587,0,-0.0847626,0,0,0,0,0
4856,-0.319223434,0,-0.2878396,0,0,1,0,0
4857,-0.040283805,0.0026665,-0.0311037,0.0204016,0,0,0,0
4858,-0.13389447,0,-0.1134515,0,0,0,0,0
4859,-0.0912717,0,-0.0745635,0,0,0,0,0
4860,0.19198824,0,0.2143715,0,0,0,0,0
4861,-0.047605577,0.0003848,-0.0401253,0.002772,0,0,0,0
4862,0.141079005,0,0.1724557,0,0,0,0,0
4863,-0.098878376,0,-0.1155692,0,0,0,0,0
4864,0.225224247,0,0.1887496,0,0,0,0,0
4865,0.060182459,0.0000071,0.0438179,0.0010849,0,0,0,0
4866,-0.020002116,0.1359585,0.0276811,0.0390548,0,0,0,0
4867,-0.276061109,0,-0.2429306,0,0,0,0,0
4868,0.034462323,0.0101869,0.0312488,0.0198218,0,0,0,0
4869,0.071288884,0.0000001,0.0737002,0,0,0,0,0
4870,-0.159236256,0,-0.1536319,0,0,0,0,0
4871,-0.0169757,0.2057356,-0.0172742,0.197875,0,0,0,0
4872,-0.323350129,0,-0.2654179,0,0,1,0,0
4873,-0.023357668,0.0816474,-0.0347011,0.0096749,0,0,0,0
4874,-0.067542206,0.0000005,-0.0530529,0.0000759,0,0,0,0
4875,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
4876,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
4877,-0.063910357,0.0000019,-0.0531276,0.0000741,0,0,0,0
4878,-0.0169757,0.2057356,-0.0172742,0.197875,0,0,0,0
4879,-0.004755582,0.7229939,0.0003183,0.9810741,0,0,0,0
4880,-0.111252704,0,-0.112729,0,0,0,0,0
4881,-0.074058367,0,-0.0634708,0.0000022,0,0,0,0
4882,-0.123860683,0,-0.1050469,0,0,0,0,0
4883,-0.008743088,0.5146073,-0.0169659,0.2059972,0,0,0,0
4884,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
4885,-0.302097193,0,-0.2906317,0,0,1,0,0
4886,-0.045414791,0.0007073,-0.032751,0.0146161,0,0,0,0
4887,-0.07899153,0,-0.06817,0.0000004,0,0,0,0
4888,-0.026605469,0.0473232,-0.0276071,0.0395811,0,0,0,0
4889,-0.072744915,0.0000001,-0.0613145,0.0000048,0,0,0,0
4890,-0.041315666,0.0020645,-0.0375282,0.0051395,0,0,0,0
4891,0.077971941,0,0.0888173,0,0,0,0,0
4892,-0.064990827,0.0000012,-0.0533079,0.00007,0,0,0,0
4893,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4894,-0.085745796,0,-0.0909352,0,0,0,0,0
4895,-0.078995839,0,-0.0666406,0.0000007,0,0,0,0
4896,-0.127171199,0,-0.1101611,0,0,0,0,0
4897,0.062353544,0.0000033,0.0698413,0.0000002,0,0,0,0
4898,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4899,-0.100517827,0,-0.0854026,0,0,0,0,0
4900,-0.081380977,0,-0.0680509,0.0000004,0,0,0,0
4901,-0.146673831,0,-0.1609995,0,0,0,0,0
4902,-0.041991077,0.001741,-0.0284718,0.0337891,0,0,0,0
4903,-0.085207422,0,-0.0753545,0,0,0,0,0
4904,-0.061336145,0.0000047,-0.052858,0.0000806,0,0,0,0
4905,-0.134656785,0,-0.1132093,0,0,0,0,0
4906,-0.214484018,0,-0.1788228,0,0,0,0,0
4907,0.017224263,0.1991736,0.0283969,0.0342602,0,0,0,0
4908,-0.063022885,0.0000026,-0.0538989,0.0000581,0,0,0,0
4909,-0.378657999,0,-0.3129975,0,0,1,0,1
4910,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4911,0.372381732,0,0.3151437,0,1,0,1,0
4912,0.002161078,0.872033,0.0045297,0.7356473,0,0,0,0
4913,-0.047605577,0.0003848,-0.0401253,0.002772,0,0,0,0
4914,-0.040326573,0.0026386,-0.0358913,0.00745,0,0,0,0
4915,-0.127841799,0,-0.1128959,0,0,0,0,0
4916,-0.126039801,0,-0.1195545,0,0,0,0,0
4917,0.052591462,0.0000876,0.0605657,0.0000062,0,0,0,0
4918,0.003347451,0.8029711,0.0034718,0.7958089,0,0,0,0
4919,0.012271478,0.3603534,0.009456,0.4809223,0,0,0,0
4920,-0.0169757,0.2057356,-0.0172742,0.197875,0,0,0,0
4921,-0.114184536,0,-0.0970952,0,0,0,0,0
4922,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
4923,0.016692292,0.2134074,0.0140828,0.293847,0,0,0,0
4924,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
4925,-0.000168585,0.9899744,-0.0055495,0.6791404,0,0,0,0
4926,-0.096920924,0,-0.0804092,0,0,0,0,0
4927,0.100086197,0,0.1067979,0,0,0,0,0
4928,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
4929,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
4930,-0.095288376,0,-0.0803157,0,0,0,0,0
4931,-0.056826538,0.0000225,-0.0498213,0.0002026,0,0,0,0
4932,0.045127418,0.0007646,0.0540786,0.0000549,0,0,0,0
4933,0.017905459,0.1819764,0.0179803,0.1801561,0,0,0,0
4934,-0.022692011,0.0907276,-0.0385584,0.0040399,0,0,0,0
4935,0.120120555,0,0.1254675,0,0,0,0,0
4936,0.139640349,0,0.145383,0,0,0,0,0
4937,0.017905459,0.1819764,0.0206702,0.1233604,0,0,0,0
4938,-0.054975134,0.0000412,-0.0463369,0.0005491,0,0,0,0
4939,-0.458988577,0,-0.3785894,0,0,1,0,1
4940,-0.050190987,0.0001816,-0.0445526,0.0008925,0,0,0,0
4941,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
4942,-0.050181227,0.0001821,-0.0457099,0.0006525,0,0,0,0
4943,0.01752512,0.1914373,0.0165158,0.2182873,0,0,0,0
4944,0.058648058,0.0000121,0.0662484,0.0000008,0,0,0,0
4945,-0.000446276,0.9734647,-0.0146905,0.2735074,0,0,0,0
4946,-0.00803831,0.5490749,-0.0177256,0.1864072,0,0,0,0
4947,-0.280242963,0,-0.284215,0,0,0,0,0
4948,-0.043966075,0.0010432,-0.0362724,0.0068415,0,0,0,0
4949,-0.024260965,0.070519,-0.0198102,0.1397555,0,0,0,0
4950,-0.006845783,0.6098707,-0.0162118,0.2268807,0,0,0,0
4951,-0.304671878,0,-0.3070057,0,0,1,0,1
4952,-0.020148757,0.1331114,-0.0210032,0.1174306,0,0,0,0
4953,-0.152215177,0,-0.1356585,0,0,0,0,0
4954,-0.052873677,0.0000802,-0.044423,0.000924,0,0,0,0
4955,-0.067183481,0.0000005,-0.0574057,0.0000185,0,0,0,0
4956,-0.042366394,0.001582,-0.0390027,0.0036353,0,0,0,0
4957,-0.160538333,0,-0.1446116,0,0,0,0,0
4958,-0.458058226,0,-0.3774058,0,0,1,0,1
4959,-0.082720743,0,-0.0723087,0.0000001,0,0,0,0
4960,-0.054213612,0.0000526,-0.0729145,0.0000001,0,0,0,0
4961,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
4962,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
4963,-0.002269475,0.8656739,-0.0056224,0.6751675,0,0,0,0
4964,0.399070441,0,0.3463821,0,1,0,1,0
4965,-0.110805219,0,-0.0914153,0,0,0,0,0
4966,0.013870723,0.3011795,0.0150406,0.262237,0,0,0,0
4967,-0.006357887,0.6355774,-0.0103512,0.4403824,0,0,0,0
4968,0.026503925,0.0481748,0.027662,0.0391897,0,0,0,0
4969,-0.096520714,0,-0.0901914,0,0,0,0,0
4970,-0.063052286,0.0000025,-0.0527268,0.000084,0,0,0,0
4971,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
4972,-0.047371333,0.0004112,-0.0419414,0.0017631,0,0,0,0
4973,0.151502205,0,0.164308,0,0,0,0,0
4974,0.023630686,0.0781429,0.0352726,0.0085417,0,0,0,0
4975,-0.043316663,0.0012373,-0.039311,0.0033767,0,0,0,0
4976,-0.095633898,0,-0.0816399,0,0,0,0,0
4977,-0.051951775,0.0001067,-0.0398947,0.0029323,0,0,0,0
4978,0.015998774,0.2330462,0.0196968,0.1420367,0,0,0,0
4979,-0.177868513,0,-0.158161,0,0,0,0,0
4980,-0.02334223,0.0818493,-0.0181882,0.1751719,0,0,0,0
4981,-0.065882674,0.0000009,-0.0572778,0.0000193,0,0,0,0
4982,0.028285361,0.0349724,0.0287197,0.0322686,0,0,0,0
4983,-0.217522236,0,-0.2155607,0,0,0,0,0
4984,-0.046459396,0.0005308,-0.0347664,0.009539,0,0,0,0
4985,-0.117918552,0,-0.1025576,0,0,0,0,0
4986,-0.168382432,0,-0.1498192,0,0,0,0,0
4987,0.39893176,0,0.3493474,0,1,0,1,0
4988,-0.05077222,0.0001526,-0.0418875,0.0017873,0,0,0,0
4989,-0.100022321,0,-0.094508,0,0,0,0,0
4990,-0.072023841,0.0000001,-0.060161,0.0000072,0,0,0,0
4991,0.007961338,0.5529071,0.0267805,0.0458852,0,0,0,0
4992,-0.013399588,0.3178983,-0.0063958,0.6335644,0,0,0,0
4993,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
4994,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
4995,-0.297595766,0,-0.2971534,0,0,0,0,0
4996,-0.155191597,0,-0.1387182,0,0,0,0,0
4997,-0.055329651,0.0000367,-0.0488254,0.0002712,0,0,0,0
4998,-0.282691181,0,-0.2876776,0,0,0,0,0
4999,-0.111916257,0,-0.0978947,0,0,0,0,0
5000,-0.063910357,0.0000019,-0.0531276,0.0000741,0,0,0,0
5001,-0.14244864,0,-0.1197957,0,0,0,0,0
5002,-0.051822949,0.000111,-0.0429999,0.0013437,0,0,0,0
5003,0.024880218,0.0636334,0.0257704,0.0547168,0,0,0,0
5004,-0.012159421,0.3647566,-0.0107558,0.4227205,0,0,0,0
5005,-0.022918855,0.0875461,-0.014619,0.2758487,0,0,0,0
5006,-0.028989926,0.030678,-0.0200363,0.1352898,0,0,0,0
5007,-0.053924405,0.0000577,-0.0452246,0.0007448,0,0,0,0
5008,-0.084839194,0,-0.0710185,0.0000001,0,0,0,0
5009,0.078343549,0,0.0893599,0,0,0,0,0
5010,-0.002269475,0.8656739,-0.0056224,0.6751675,0,0,0,0
5011,-0.033448616,0.0126384,-0.0263363,0.0496091,0,0,0,0
5012,-0.05077222,0.0001526,-0.0418875,0.0017873,0,0,0,0
5013,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5014,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5015,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5016,-0.063910357,0.0000019,-0.0531276,0.0000741,0,0,0,0
5017,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5018,-0.021177478,0.1144175,-0.0189283,0.158259,0,0,0,0
5019,-0.014850059,0.2683313,-0.0206801,0.1231809,0,0,0,0
5020,-0.283976701,0,-0.287427,0,0,0,0,0
5021,-0.088003468,0,-0.0726037,0.0000001,0,0,0,0
5022,-0.153935291,0,-0.1400244,0,0,0,0,0
5023,0.291065111,0,0.2491822,0,0,0,0,0
5024,0.006202088,0.6438816,0.0082111,0.5405182,0,0,0,0
5025,-0.043966075,0.0010432,-0.0362724,0.0068415,0,0,0,0
5026,0.026906362,0.0448739,0.0251543,0.0607679,0,0,0,0
5027,-0.004695497,0.7263523,-0.0009758,0.9420194,0,0,0,0
5028,-0.277704229,0,-0.2825359,0,0,0,0,0
5029,-0.051897369,0.0001085,-0.0430618,0.0013222,0,0,0,0
5030,-0.103652414,0,-0.087769,0,0,0,0,0
5031,-0.060028532,0.0000075,-0.0495625,0.0002187,0,0,0,0
5032,-0.021038051,0.1168229,-0.0203556,0.1291745,0,0,0,0
5033,-0.166839689,0,-0.137541,0,0,0,0,0
5034,-0.069566953,0.0000002,-0.0579502,0.0000154,0,0,0,0
5035,-0.059641551,0.0000086,-0.0716563,0.0000001,0,0,0,0
5036,-0.063162405,0.0000024,-0.0631469,0.0000025,0,0,0,0
5037,-0.058423672,0.0000131,-0.0622989,0.0000034,0,0,0,0
5038,-0.27347857,0,-0.2307163,0,0,0,0,0
5039,-0.046392409,0.0005407,-0.038841,0.0037781,0,0,0,0
5040,-0.006016411,0.6538367,-0.0014455,0.9141996,0,0,0,0
5041,0.084327037,0,0.0942918,0,0,0,0,0
5042,-0.024009425,0.0734851,-0.0244315,0.0685639,0,0,0,0
5043,0.010335861,0.4410589,0.0103791,0.4391515,0,0,0,0
5044,-0.382200786,0,-0.3152716,0,0,1,0,1
5045,-0.067362896,0.0000005,-0.0562606,0.0000271,0,0,0,0
5046,-0.026693872,0.0465922,-0.0354327,0.0082463,0,0,0,0
5047,-0.036687071,0.0062305,-0.0329193,0.0141153,0,0,0,0
5048,-0.055406296,0.0000358,-0.0391759,0.0034879,0,0,0,0
5049,0.014552629,0.2780364,0.0049458,0.712398,0,0,0,0
5050,0.039469597,0.0032503,0.0443441,0.0009436,0,0,0,0
5051,-0.153047579,0,-0.1278347,0,0,0,0,0
5052,-0.031834401,0.0176258,-0.0287126,0.0323113,0,0,0,0
5053,-0.037380606,0.0053175,-0.0311864,0.0200691,0,0,0,0
5054,0.049321518,0.0002347,0.0495714,0.0002181,0,0,0,0
5055,-0.032452752,0.0155414,-0.0292905,0.0289887,0,0,0,0
5056,0.005773786,0.6669381,0.0009874,0.9413343,0,0,0,0
5057,-0.038163481,0.0044333,-0.0367802,0.0061002,0,0,0,0
5058,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
5059,-0.000168585,0.9899744,-0.0055495,0.6791404,0,0,0,0
5060,-0.032616862,0.015026,-0.0338086,0.0117138,0,0,0,0
5061,-0.104009683,0,-0.0790339,0,0,0,0,0
5062,0.375160911,0,0.3115869,0,1,0,1,0
5063,-0.075355851,0,-0.0768331,0,0,0,0,0
5064,-0.141526813,0,-0.1332346,0,0,0,0,0
5065,-0.071174284,0.0000001,-0.0570262,0.000021,0,0,0,0
5066,-0.463684268,0,-0.4241555,0,0,1,0,1
5067,-0.036947775,0.0058719,-0.0479802,0.0003459,0,0,0,0
5068,-0.012123931,0.3661581,-0.0090399,0.5004376,0,0,0,0
5069,-0.255571992,0,-0.2564546,0,0,0,0,0
5070,-0.088562487,0,-0.0689404,0.0000003,0,0,0,0
5071,-0.052873677,0.0000802,-0.0441122,0.0010036,0,0,0,0
5072,0.151348436,0,0.1652928,0,0,0,0,0
5073,-0.05221665,0.0000983,-0.0412806,0.0020827,0,0,0,0
5074,-0.208869593,0,-0.1762292,0,0,0,0,0
5075,-0.099188229,0,-0.0836028,0,0,0,0,0
5076,-0.331579704,0,-0.3263265,0,0,1,0,1
5077,0.141075046,0,0.1576666,0,0,0,0,0
5078,-0.317857147,0,-0.269307,0,0,1,0,0
5079,0.0218151,0.1039099,0.0337597,0.0118357,0,0,0,0
5080,-0.160725948,0,-0.135952,0,0,0,0,0
5081,-0.022116069,0.0992239,-0.0154012,0.250969,0,0,0,0
5082,-0.045179242,0.000754,-0.0375567,0.0051057,0,0,0,0
5083,-0.035473903,0.0081718,-0.0333252,0.0129701,0,0,0,0
5084,-0.030950169,0.0210308,-0.0442656,0.0009635,0,0,0,0
5085,-0.045179242,0.000754,-0.0375567,0.0051057,0,0,0,0
5086,-0.063910357,0.0000019,-0.0531276,0.0000741,0,0,0,0
5087,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5088,-0.033047569,0.0137442,-0.0299969,0.0253304,0,0,0,0
5089,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5090,0.011647057,0.3853147,0.0145098,0.2794523,0,0,0,0
5091,-0.047371333,0.0004112,-0.0423402,0.0015926,0,0,0,0
5092,-0.06365294,0.000002,-0.0528024,0.000082,0,0,0,0
5093,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
5094,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
5095,-0.024260965,0.070519,-0.0198102,0.1397555,0,0,0,0
5096,0.038018416,0.0045864,0.0419874,0.0017426,0,0,0,0
5097,-0.068554969,0.0000003,-0.0682113,0.0000004,0,0,0,0
5098,-0.047605577,0.0003848,-0.0401253,0.002772,0,0,0,0
5099,-0.085772053,0,-0.0712977,0.0000001,0,0,0,0
5100,-0.05390186,0.0000581,-0.0598291,0.0000081,0,0,0,0
5101,0.009961627,0.4577781,0.0123177,0.3585481,0,0,0,0
5102,-0.05077222,0.0001526,-0.0418875,0.0017873,0,0,0,0
5103,0.109958668,0,0.1161811,0,0,0,0,0
5104,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5105,0.011839623,0.3775065,0.0087823,0.5127238,0,0,0,0
5106,-0.138339235,0,-0.1226831,0,0,0,0,0
5107,-0.355624767,0,-0.2949769,0,0,1,0,0
5108,-0.042428122,0.0015572,-0.0437407,0.0011071,0,0,0,0
5109,0.015425385,0.250225,0.0217643,0.1047173,0,0,0,0
5110,0.012436751,0.3539204,0.0128817,0.3369646,0,0,0,0
5111,-0.061484523,0.0000045,-0.0643259,0.0000016,0,0,0,0
5112,-0.01783741,0.1836431,-0.005144,0.7014167,0,0,0,0
5113,-0.082499844,0,-0.0695367,0.0000002,0,0,0,0
5114,-0.025869973,0.0537871,-0.0187404,0.1624319,0,0,0,0
5115,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5116,0.005967108,0.6564905,0.0088559,0.5091974,0,0,0,0
5117,0.021544961,0.108264,0.0223158,0.0962088,0,0,0,0
5118,0.009883713,0.4613031,0.0117355,0.3817151,0,0,0,0
5119,-0.108349291,0,-0.0965726,0,0,0,0,0
5120,0.00853692,0.5245725,0.0160208,0.2324032,0,0,0,0
5121,-0.236406844,0,-0.2022139,0,0,0,0,0
5122,0.017905459,0.1819764,0.0179803,0.1801561,0,0,0,0
5123,-0.002358436,0.8604614,0.0103931,0.4385333,0,0,0,0
5124,-0.038349377,0.004244,-0.0454272,0.0007049,0,0,0,0
5125,-0.470075112,0,-0.3913566,0,0,1,0,1
5126,-0.057139468,0.0000202,-0.0470742,0.000447,0,0,0,0
5127,-0.031134266,0.0202781,-0.0212123,0.1138227,0,0,0,0
5128,-0.0815257,0,-0.0649948,0.0000012,0,0,0,0
5129,-0.572481716,0,-0.5114556,0,0,1,0,1
5130,-0.129447863,0,-0.1107289,0,0,0,0,0
5131,-0.05077222,0.0001526,-0.0418875,0.0017873,0,0,0,0
5132,-0.03988438,0.0029397,-0.0390607,0.0035854,0,0,0,0
5133,-0.081079248,0,-0.0679649,0.0000004,0,0,0,0
5134,-0.096826839,0,-0.087239,0,0,0,0,0
5135,-0.042752907,0.0014323,-0.0357057,0.0077636,0,0,0,0
5136,-0.200942398,0,-0.1657793,0,0,0,0,0
5137,-0.021025036,0.1170495,-0.0145964,0.2765936,0,0,0,0
5138,-0.019250371,0.1512974,-0.0129066,0.336031,0,0,0,0
5139,0.055885762,0.0000306,0.0635264,0.0000021,0,0,0,0
5140,0.372442775,0,0.3152692,0,1,0,1,0
5141,0.052591462,0.0000876,0.0605657,0.0000062,0,0,0,0
5142,-0.115136447,0,-0.1007845,0,0,0,0,0
5143,-0.046392409,0.0005407,-0.038841,0.0037781,0,0,0,0
5144,0.063509803,0.0000022,0.0866694,0,0,0,0,0
5145,-0.163393167,0,-0.136313,0,0,0,0,0
5146,-0.472368626,0,-0.3902686,0,0,1,0,1
5147,-0.069284038,0.0000002,-0.0729244,0.0000001,0,0,0,0
5148,-0.097425332,0,-0.0794094,0,0,0,0,0
5149,0.216430231,0,0.2289932,0,0,0,0,0
5150,-0.303804696,0,-0.3021764,0,0,1,0,1
5151,0.029544572,0.0276235,0.0348332,0.0094018,0,0,0,0
5152,-0.041315666,0.0020645,-0.0375282,0.0051395,0,0,0,0
5153,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
5154,-0.248006485,0,-0.2045366,0,0,0,0,0
5155,-0.061469602,0.0000045,-0.0518109,0.0001114,0,0,0,0
5156,-0.018051933,0.1784269,-0.0107405,0.4233814,0,0,0,0
5157,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5158,-0.062369076,0.0000033,-0.0512821,0.0001309,0,0,0,0
5159,-0.035894919,0.007444,-0.0296136,0.0272622,0,0,0,0
5160,-0.047620035,0.0003832,-0.0411674,0.0021426,0,0,0,0
5161,-0.0169757,0.2057356,-0.0172742,0.197875,0,0,0,0
5162,-0.038866292,0.0037555,-0.0327592,0.0145911,0,0,0,0
5163,-0.05489041,0.0000423,-0.0454019,0.0007097,0,0,0,0
5164,0.048692228,0.0002818,0.0524832,0.0000906,0,0,0,0
5165,-0.047607016,0.0003846,-0.0386599,0.0039441,0,0,0,0
5166,0.055403563,0.0000359,0.06289,0.0000027,0,0,0,0
5167,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5168,-0.074647804,0,-0.0617537,0.0000041,0,0,0,0
5169,-0.071610397,0.0000001,-0.0496623,0.0002123,0,0,0,0
5170,-0.012180806,0.3639137,0.002095,0.8759149,0,0,0,0
5171,-0.022031231,0.1005274,-0.0380604,0.0045416,0,0,0,0
5172,-0.040011461,0.0028501,-0.0554323,0.0000355,0,0,0,0
5173,-0.144659365,0,-0.1323526,0,0,0,0,0
5174,0.410105242,0,0.3564483,0,1,0,1,0
5175,-0.028538162,0.0333759,-0.0210733,0.1162115,0,0,0,0
5176,0.012436751,0.3539204,0.0128817,0.3369646,0,0,0,0
5177,0.216206675,0,0.2315716,0,0,0,0,0
5178,-0.412875766,0,-0.3354987,0,0,1,0,1
5179,0.368395895,0,0.3103881,0,1,0,1,0
5180,-0.026971884,0.0443549,-0.0269536,0.044499,0,0,0,0
5181,-0.110815807,0,-0.094279,0,0,0,0,0
5182,0.072157256,0.0000001,0.083498,0,0,0,0,0
5183,-0.052873677,0.0000802,-0.0441122,0.0010036,0,0,0,0
5184,-0.190603971,0,-0.1657185,0,0,0,0,0
5185,-0.05447158,0.0000484,-0.0477507,0.0003692,0,0,0,0
5186,-0.122776744,0,-0.1105416,0,0,0,0,0
5187,-0.193421052,0,-0.1597701,0,0,0,0,0
5188,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5189,-0.084975614,0,-0.071193,0.0000001,0,0,0,0
5190,-0.106250796,0,-0.0883393,0,0,0,0,0
5191,-0.080522245,0,-0.0721936,0.0000001,0,0,0,0
5192,-0.280933277,0,-0.2855486,0,0,0,0,0
5193,0.050673782,0.0001572,0.0591696,0.0000101,0,0,0,0
5194,-0.492452845,0,-0.4064985,0,0,1,0,1
5195,-0.080986225,0,-0.0669697,0.0000006,0,0,0,0
5196,0.379026037,0,0.3202457,0,1,0,1,0
5197,0.241895365,0,0.2558346,0,0,0,0,0
5198,0.019862313,0.1387164,0.0213529,0.1114463,0,0,0,0
5199,-0.131924184,0,-0.1291638,0,0,0,0,0
5200,0.043422631,0.0012035,0.0462275,0.000566,0,0,0,0
5201,-0.024867601,0.0637679,-0.0211117,0.1155479,0,0,0,0
5202,-0.055830294,0.0000312,-0.0485307,0.0002953,0,0,0,0
5203,0.361642262,0,0.2986147,0,1,0,0,0
5204,-0.010844545,0.4189039,-0.0129259,0.3353092,0,0,0,0
5205,-0.019250371,0.1512974,-0.0129066,0.336031,0,0,0,0
5206,-0.114055452,0,-0.0935491,0,0,0,0,0
5207,0.001932304,0.8854808,0.0022841,0.8648177,0,0,0,0
5208,-0.076469031,0,-0.0636817,0.000002,0,0,0,0
5209,-0.076632646,0,-0.0666066,0.0000007,0,0,0,0
5210,-0.10228953,0,-0.0878903,0,0,0,0,0
5211,-0.081452366,0,-0.0828525,0,0,0,0,0
5212,-0.05704989,0.0000208,-0.0484842,0.0002993,0,0,0,0
5213,-0.036920221,0.0059089,-0.042346,0.0015903,0,0,0,0
5214,-0.037380606,0.0053175,-0.0311864,0.0200691,0,0,0,0
5215,-0.024260965,0.070519,-0.0198102,0.1397555,0,0,0,0
5216,-0.015775942,0.2396202,-0.0161616,0.2283238,0,0,0,0
5217,0.116899016,0,0.1172307,0,0,0,0,0
5218,0.103257106,0,0.1326977,0,0,0,0,0
5219,0.007048609,0.5993217,0.0130698,0.3299578,0,0,0,0
5220,-0.059193471,0.0000101,-0.0485211,0.0002961,0,0,0,0
5221,-0.070347854,0.0000002,-0.058264,0.0000138,0,0,0,0
5222,-0.022278979,0.0967587,-0.0337819,0.0117801,0,0,0,0
5223,0.363375999,0,0.3012318,0,1,0,1,0
5224,-0.113643752,0,-0.0978946,0,0,0,0,0
5225,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5226,-0.033864014,0.0115769,-0.0443035,0.0009539,0,0,0,0
5227,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5228,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5229,-0.022931754,0.0873679,-0.0205301,0.1259238,0,0,0,0
5230,-0.03909764,0.0035539,-0.0323829,0.0157655,0,0,0,0
5231,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5232,-0.086970308,0,-0.0733047,0,0,0,0,0
5233,-0.047605577,0.0003848,-0.0401253,0.002772,0,0,0,0
5234,-0.033241665,0.0131988,-0.0408358,0.002327,0,0,0,0
5235,-0.026693872,0.0465922,-0.030011,0.0252614,0,0,0,0
5236,-0.025379257,0.0584972,-0.0209381,0.1185714,0,0,0,0
5237,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5238,-0.029408067,0.0283498,-0.0295663,0.0275094,0,0,0,0
5239,-0.009997389,0.4561651,-0.0132539,0.3231906,0,0,0,0
5240,0.084156462,0,0.0937645,0,0,0,0,0
5241,-0.027458954,0.0406536,-0.0204225,0.1279201,0,0,0,0
5242,-0.026693872,0.0465922,-0.0189222,0.1583921,0,0,0,0
5243,0.111817896,0,0.1238133,0,0,0,0,0
5244,-0.057271006,0.0000194,-0.0471597,0.0004364,0,0,0,0
5245,-0.408601052,0,-0.3324337,0,0,1,0,1
5246,-0.027480146,0.0404987,-0.0231622,0.0842339,0,0,0,0
5247,0.370541422,0,0.3132013,0,1,0,1,0
5248,-0.071960264,0.0000001,-0.0568973,0.0000219,0,0,0,0
5249,-0.067977972,0.0000004,-0.0585417,0.0000126,0,0,0,0
5250,-0.475468654,0,-0.3924157,0,0,1,0,1
5251,-0.087763879,0,-0.07397,0,0,0,0,0
